['features', 'avgpool', 'classifier']
******** Training ********
tensor(1.8030, grad_fn=<NllLossBackward0>)
tensor(0.0621, grad_fn=<NllLossBackward0>)
tensor(0.0511, grad_fn=<NllLossBackward0>)
tensor(0.0250, grad_fn=<NllLossBackward0>)
tensor(1.7253, grad_fn=<NllLossBackward0>)
tensor(1.0201, grad_fn=<NllLossBackward0>)
tensor(0.3819, grad_fn=<NllLossBackward0>)
tensor(0.2361, grad_fn=<NllLossBackward0>)
tensor(0.0175, grad_fn=<NllLossBackward0>)
tensor(1.1670, grad_fn=<NllLossBackward0>)
tensor(1.6880, grad_fn=<NllLossBackward0>)
tensor(0.0274, grad_fn=<NllLossBackward0>)
tensor(1.0715, grad_fn=<NllLossBackward0>)
tensor(0.1219, grad_fn=<NllLossBackward0>)
tensor(0.0823, grad_fn=<NllLossBackward0>)
tensor(0.0036, grad_fn=<NllLossBackward0>)
tensor(0.9834, grad_fn=<NllLossBackward0>)
tensor(0.8008, grad_fn=<NllLossBackward0>)
tensor(0.8152, grad_fn=<NllLossBackward0>)
tensor(0.0306, grad_fn=<NllLossBackward0>)
tensor(0.0197, grad_fn=<NllLossBackward0>)
tensor(0.0599, grad_fn=<NllLossBackward0>)
tensor(0.0049, grad_fn=<NllLossBackward0>)
tensor(0.0073, grad_fn=<NllLossBackward0>)
tensor(0.0298, grad_fn=<NllLossBackward0>)
tensor(0.0216, grad_fn=<NllLossBackward0>)
tensor(0.0087, grad_fn=<NllLossBackward0>)
tensor(0.0022, grad_fn=<NllLossBackward0>)
tensor(0.0029, grad_fn=<NllLossBackward0>)
tensor(2.9678, grad_fn=<NllLossBackward0>)
tensor(0.8210, grad_fn=<NllLossBackward0>)
tensor(0.8558, grad_fn=<NllLossBackward0>)
tensor(1.0212, grad_fn=<NllLossBackward0>)
tensor(0.0429, grad_fn=<NllLossBackward0>)
tensor(0.0147, grad_fn=<NllLossBackward0>)
tensor(0.0032, grad_fn=<NllLossBackward0>)
tensor(0.2960, grad_fn=<NllLossBackward0>)
tensor(0.6406, grad_fn=<NllLossBackward0>)
tensor(0.5477, grad_fn=<NllLossBackward0>)
tensor(0.2610, grad_fn=<NllLossBackward0>)
tensor(0.8535, grad_fn=<NllLossBackward0>)
tensor(0.2978, grad_fn=<NllLossBackward0>)
tensor(1.0255, grad_fn=<NllLossBackward0>)
tensor(0.1364, grad_fn=<NllLossBackward0>)
tensor(0.0595, grad_fn=<NllLossBackward0>)
tensor(0.1229, grad_fn=<NllLossBackward0>)
tensor(0.0207, grad_fn=<NllLossBackward0>)
tensor(0.8834, grad_fn=<NllLossBackward0>)
tensor(0.0082, grad_fn=<NllLossBackward0>)
tensor(1.7699, grad_fn=<NllLossBackward0>)
tensor(0.0091, grad_fn=<NllLossBackward0>)
tensor(0.0021, grad_fn=<NllLossBackward0>)
tensor(0.0380, grad_fn=<NllLossBackward0>)
tensor(0.0005, grad_fn=<NllLossBackward0>)
tensor(0.0023, grad_fn=<NllLossBackward0>)
tensor(0.0777, grad_fn=<NllLossBackward0>)
tensor(0.0016, grad_fn=<NllLossBackward0>)
tensor(0.0818, grad_fn=<NllLossBackward0>)
tensor(0.0510, grad_fn=<NllLossBackward0>)
tensor(0.0014, grad_fn=<NllLossBackward0>)
tensor(0.0116, grad_fn=<NllLossBackward0>)
tensor(0.0117, grad_fn=<NllLossBackward0>)
tensor(0.0204, grad_fn=<NllLossBackward0>)
tensor(0.0013, grad_fn=<NllLossBackward0>)
tensor(0.0123, grad_fn=<NllLossBackward0>)
tensor(0.0035, grad_fn=<NllLossBackward0>)
tensor(0.0042, grad_fn=<NllLossBackward0>)
tensor(0.0004, grad_fn=<NllLossBackward0>)
tensor(0.0047, grad_fn=<NllLossBackward0>)
tensor(0.0026, grad_fn=<NllLossBackward0>)
tensor(0.0042, grad_fn=<NllLossBackward0>)
tensor(0.0012, grad_fn=<NllLossBackward0>)
tensor(0.0038, grad_fn=<NllLossBackward0>)
tensor(0.8276, grad_fn=<NllLossBackward0>)
tensor(1.1526, grad_fn=<NllLossBackward0>)
tensor(0.0007, grad_fn=<NllLossBackward0>)
tensor(0.7846, grad_fn=<NllLossBackward0>)
tensor(0.0003, grad_fn=<NllLossBackward0>)
tensor(0.0005, grad_fn=<NllLossBackward0>)
tensor(0.0016, grad_fn=<NllLossBackward0>)
tensor(0.0020, grad_fn=<NllLossBackward0>)
tensor(6.8662e-05, grad_fn=<NllLossBackward0>)
tensor(0.0023, grad_fn=<NllLossBackward0>)
tensor(0.0009, grad_fn=<NllLossBackward0>)
tensor(0.0004, grad_fn=<NllLossBackward0>)
tensor(0.8575, grad_fn=<NllLossBackward0>)
tensor(4.3749e-05, grad_fn=<NllLossBackward0>)
tensor(1.3194, grad_fn=<NllLossBackward0>)
tensor(0.0003, grad_fn=<NllLossBackward0>)
tensor(0.0020, grad_fn=<NllLossBackward0>)
tensor(0.0013, grad_fn=<NllLossBackward0>)
tensor(0.0003, grad_fn=<NllLossBackward0>)
tensor(0.0024, grad_fn=<NllLossBackward0>)
tensor(0.9735, grad_fn=<NllLossBackward0>)
tensor(0.0005, grad_fn=<NllLossBackward0>)
tensor(8.0128, grad_fn=<NllLossBackward0>)
tensor(0.9955, grad_fn=<NllLossBackward0>)
tensor(0.0081, grad_fn=<NllLossBackward0>)
tensor(0.6296, grad_fn=<NllLossBackward0>)
tensor(0.9735, grad_fn=<NllLossBackward0>)
tensor(2.2771, grad_fn=<NllLossBackward0>)
tensor(1.9005, grad_fn=<NllLossBackward0>)
tensor(0.1265, grad_fn=<NllLossBackward0>)
tensor(0.7343, grad_fn=<NllLossBackward0>)
tensor(0.2083, grad_fn=<NllLossBackward0>)
tensor(0.5085, grad_fn=<NllLossBackward0>)
tensor(0.4534, grad_fn=<NllLossBackward0>)
tensor(0.1403, grad_fn=<NllLossBackward0>)
tensor(0.6495, grad_fn=<NllLossBackward0>)
tensor(0.2198, grad_fn=<NllLossBackward0>)
tensor(0.3339, grad_fn=<NllLossBackward0>)
tensor(0.1860, grad_fn=<NllLossBackward0>)
tensor(0.2043, grad_fn=<NllLossBackward0>)
tensor(1.6908, grad_fn=<NllLossBackward0>)
tensor(0.1490, grad_fn=<NllLossBackward0>)
tensor(2.3261, grad_fn=<NllLossBackward0>)
tensor(0.1820, grad_fn=<NllLossBackward0>)
tensor(0.1437, grad_fn=<NllLossBackward0>)
tensor(0.1165, grad_fn=<NllLossBackward0>)
tensor(0.1155, grad_fn=<NllLossBackward0>)
tensor(0.1536, grad_fn=<NllLossBackward0>)
tensor(0.0994, grad_fn=<NllLossBackward0>)
tensor(1.3826, grad_fn=<NllLossBackward0>)
tensor(0.8869, grad_fn=<NllLossBackward0>)
tensor(1.4613, grad_fn=<NllLossBackward0>)
tensor(0.1079, grad_fn=<NllLossBackward0>)
tensor(0.0886, grad_fn=<NllLossBackward0>)
tensor(1.3355, grad_fn=<NllLossBackward0>)
tensor(0.1834, grad_fn=<NllLossBackward0>)
tensor(0.0509, grad_fn=<NllLossBackward0>)
tensor(0.4072, grad_fn=<NllLossBackward0>)
tensor(0.0498, grad_fn=<NllLossBackward0>)
tensor(0.0847, grad_fn=<NllLossBackward0>)
tensor(0.1018, grad_fn=<NllLossBackward0>)
tensor(0.0338, grad_fn=<NllLossBackward0>)
tensor(1.2016, grad_fn=<NllLossBackward0>)
tensor(0.0213, grad_fn=<NllLossBackward0>)
tensor(0.0487, grad_fn=<NllLossBackward0>)
tensor(0.0263, grad_fn=<NllLossBackward0>)
tensor(0.0646, grad_fn=<NllLossBackward0>)
tensor(0.0142, grad_fn=<NllLossBackward0>)
tensor(0.1196, grad_fn=<NllLossBackward0>)
tensor(0.0165, grad_fn=<NllLossBackward0>)
tensor(0.0081, grad_fn=<NllLossBackward0>)
tensor(1.2462, grad_fn=<NllLossBackward0>)
tensor(0.0549, grad_fn=<NllLossBackward0>)
tensor(0.0216, grad_fn=<NllLossBackward0>)
tensor(2.1061, grad_fn=<NllLossBackward0>)
tensor(0.0282, grad_fn=<NllLossBackward0>)
tensor(0.0357, grad_fn=<NllLossBackward0>)
tensor(0.0123, grad_fn=<NllLossBackward0>)
tensor(0.1318, grad_fn=<NllLossBackward0>)
tensor(0.0162, grad_fn=<NllLossBackward0>)
tensor(0.1124, grad_fn=<NllLossBackward0>)
tensor(0.0757, grad_fn=<NllLossBackward0>)
tensor(0.0077, grad_fn=<NllLossBackward0>)
tensor(0.0047, grad_fn=<NllLossBackward0>)
tensor(0.8122, grad_fn=<NllLossBackward0>)
tensor(0.0058, grad_fn=<NllLossBackward0>)
tensor(0.0152, grad_fn=<NllLossBackward0>)
tensor(0.0070, grad_fn=<NllLossBackward0>)
tensor(0.0047, grad_fn=<NllLossBackward0>)
tensor(0.0379, grad_fn=<NllLossBackward0>)
tensor(0.0239, grad_fn=<NllLossBackward0>)
tensor(0.0856, grad_fn=<NllLossBackward0>)
tensor(0.5055, grad_fn=<NllLossBackward0>)
tensor(0.0029, grad_fn=<NllLossBackward0>)
1  train Loss: 0.5602 Acc: 0.8104
******** Training ********
1  train Loss: 2.0992 Acc: 0.6224



98it [00:06, 16.01it/s]




















596it [00:40, 14.68it/s]
******** Training ********
tensor(0.0010, grad_fn=<NllLossBackward0>)
tensor(0.0030, grad_fn=<NllLossBackward0>)
tensor(0.0037, grad_fn=<NllLossBackward0>)
tensor(1.2839, grad_fn=<NllLossBackward0>)
tensor(0.0104, grad_fn=<NllLossBackward0>)
tensor(0.0037, grad_fn=<NllLossBackward0>)
tensor(0.0012, grad_fn=<NllLossBackward0>)
tensor(0.0017, grad_fn=<NllLossBackward0>)
tensor(0.0026, grad_fn=<NllLossBackward0>)
tensor(0.0044, grad_fn=<NllLossBackward0>)
tensor(0.0342, grad_fn=<NllLossBackward0>)
tensor(0.0027, grad_fn=<NllLossBackward0>)
tensor(0.0531, grad_fn=<NllLossBackward0>)
tensor(0.0088, grad_fn=<NllLossBackward0>)
tensor(0.0005, grad_fn=<NllLossBackward0>)
tensor(0.0026, grad_fn=<NllLossBackward0>)
tensor(0.0042, grad_fn=<NllLossBackward0>)
tensor(0.0049, grad_fn=<NllLossBackward0>)
tensor(0.0108, grad_fn=<NllLossBackward0>)
tensor(0.0009, grad_fn=<NllLossBackward0>)
tensor(0.8897, grad_fn=<NllLossBackward0>)
tensor(0.0063, grad_fn=<NllLossBackward0>)
tensor(0.0083, grad_fn=<NllLossBackward0>)
tensor(0.0009, grad_fn=<NllLossBackward0>)
tensor(0.0076, grad_fn=<NllLossBackward0>)
tensor(0.0005, grad_fn=<NllLossBackward0>)
tensor(0.0003, grad_fn=<NllLossBackward0>)
tensor(0.0117, grad_fn=<NllLossBackward0>)
tensor(0.9165, grad_fn=<NllLossBackward0>)
tensor(0.0013, grad_fn=<NllLossBackward0>)
tensor(0.0005, grad_fn=<NllLossBackward0>)
tensor(1.2583, grad_fn=<NllLossBackward0>)
tensor(0.0280, grad_fn=<NllLossBackward0>)
tensor(0.0059, grad_fn=<NllLossBackward0>)
tensor(0.1469, grad_fn=<NllLossBackward0>)
tensor(0.3003, grad_fn=<NllLossBackward0>)
tensor(0.0693, grad_fn=<NllLossBackward0>)
tensor(0.0265, grad_fn=<NllLossBackward0>)
tensor(0.1573, grad_fn=<NllLossBackward0>)
tensor(1.5585, grad_fn=<NllLossBackward0>)
tensor(0.0303, grad_fn=<NllLossBackward0>)
tensor(1.2523, grad_fn=<NllLossBackward0>)
tensor(0.0078, grad_fn=<NllLossBackward0>)
tensor(0.0973, grad_fn=<NllLossBackward0>)
tensor(0.0080, grad_fn=<NllLossBackward0>)
tensor(0.0043, grad_fn=<NllLossBackward0>)
tensor(0.0021, grad_fn=<NllLossBackward0>)
tensor(0.0071, grad_fn=<NllLossBackward0>)
tensor(0.0292, grad_fn=<NllLossBackward0>)
tensor(0.0012, grad_fn=<NllLossBackward0>)
tensor(0.0196, grad_fn=<NllLossBackward0>)
tensor(0.0070, grad_fn=<NllLossBackward0>)
tensor(0.0018, grad_fn=<NllLossBackward0>)
tensor(0.0035, grad_fn=<NllLossBackward0>)
tensor(0.0171, grad_fn=<NllLossBackward0>)
tensor(0.0012, grad_fn=<NllLossBackward0>)
tensor(0.0102, grad_fn=<NllLossBackward0>)
tensor(1.5123, grad_fn=<NllLossBackward0>)
tensor(0.0068, grad_fn=<NllLossBackward0>)
tensor(0.0051, grad_fn=<NllLossBackward0>)
tensor(0.0014, grad_fn=<NllLossBackward0>)
tensor(0.0077, grad_fn=<NllLossBackward0>)
tensor(0.0167, grad_fn=<NllLossBackward0>)
tensor(1.0176, grad_fn=<NllLossBackward0>)
tensor(1.1904, grad_fn=<NllLossBackward0>)
tensor(0.0149, grad_fn=<NllLossBackward0>)
tensor(0.0159, grad_fn=<NllLossBackward0>)
tensor(0.0050, grad_fn=<NllLossBackward0>)
tensor(0.0008, grad_fn=<NllLossBackward0>)
tensor(0.4679, grad_fn=<NllLossBackward0>)
tensor(0.0041, grad_fn=<NllLossBackward0>)
tensor(0.0053, grad_fn=<NllLossBackward0>)
tensor(0.0058, grad_fn=<NllLossBackward0>)
tensor(0.0088, grad_fn=<NllLossBackward0>)
tensor(0.0009, grad_fn=<NllLossBackward0>)
tensor(0.0160, grad_fn=<NllLossBackward0>)
tensor(0.0369, grad_fn=<NllLossBackward0>)
tensor(3.1200, grad_fn=<NllLossBackward0>)
tensor(0.1625, grad_fn=<NllLossBackward0>)
tensor(0.0147, grad_fn=<NllLossBackward0>)
tensor(3.9368, grad_fn=<NllLossBackward0>)
tensor(3.1247, grad_fn=<NllLossBackward0>)
tensor(0.0104, grad_fn=<NllLossBackward0>)
tensor(0.9460, grad_fn=<NllLossBackward0>)
tensor(0.0123, grad_fn=<NllLossBackward0>)
tensor(0.7812, grad_fn=<NllLossBackward0>)
tensor(0.0108, grad_fn=<NllLossBackward0>)
tensor(0.0316, grad_fn=<NllLossBackward0>)
tensor(0.0060, grad_fn=<NllLossBackward0>)
tensor(0.0038, grad_fn=<NllLossBackward0>)
tensor(0.1386, grad_fn=<NllLossBackward0>)
tensor(0.1795, grad_fn=<NllLossBackward0>)
tensor(2.5861, grad_fn=<NllLossBackward0>)
tensor(0.0380, grad_fn=<NllLossBackward0>)
tensor(0.0469, grad_fn=<NllLossBackward0>)
tensor(0.0098, grad_fn=<NllLossBackward0>)
tensor(2.1620, grad_fn=<NllLossBackward0>)
tensor(0.0260, grad_fn=<NllLossBackward0>)
tensor(0.2371, grad_fn=<NllLossBackward0>)
tensor(0.0142, grad_fn=<NllLossBackward0>)
tensor(0.1312, grad_fn=<NllLossBackward0>)
tensor(0.0177, grad_fn=<NllLossBackward0>)
tensor(0.1268, grad_fn=<NllLossBackward0>)
tensor(0.0445, grad_fn=<NllLossBackward0>)
tensor(0.0889, grad_fn=<NllLossBackward0>)
tensor(0.3553, grad_fn=<NllLossBackward0>)
tensor(0.1386, grad_fn=<NllLossBackward0>)
tensor(0.0807, grad_fn=<NllLossBackward0>)
tensor(1.3827, grad_fn=<NllLossBackward0>)
tensor(0.0059, grad_fn=<NllLossBackward0>)
tensor(0.0022, grad_fn=<NllLossBackward0>)
tensor(0.0098, grad_fn=<NllLossBackward0>)
tensor(0.0212, grad_fn=<NllLossBackward0>)
tensor(2.2999, grad_fn=<NllLossBackward0>)
tensor(0.7276, grad_fn=<NllLossBackward0>)
tensor(0.0502, grad_fn=<NllLossBackward0>)
tensor(0.1055, grad_fn=<NllLossBackward0>)
tensor(0.0027, grad_fn=<NllLossBackward0>)
tensor(0.0072, grad_fn=<NllLossBackward0>)
tensor(0.0418, grad_fn=<NllLossBackward0>)
tensor(0.8980, grad_fn=<NllLossBackward0>)
tensor(0.5114, grad_fn=<NllLossBackward0>)
tensor(0.0012, grad_fn=<NllLossBackward0>)
tensor(0.0095, grad_fn=<NllLossBackward0>)
tensor(1.3560, grad_fn=<NllLossBackward0>)
tensor(0.0010, grad_fn=<NllLossBackward0>)
tensor(0.0280, grad_fn=<NllLossBackward0>)
tensor(1.1594, grad_fn=<NllLossBackward0>)
tensor(4.0739, grad_fn=<NllLossBackward0>)
tensor(0.0354, grad_fn=<NllLossBackward0>)
tensor(0.2162, grad_fn=<NllLossBackward0>)
tensor(0.6377, grad_fn=<NllLossBackward0>)
tensor(1.9251, grad_fn=<NllLossBackward0>)
tensor(1.3585, grad_fn=<NllLossBackward0>)
tensor(0.8544, grad_fn=<NllLossBackward0>)
tensor(1.1441, grad_fn=<NllLossBackward0>)
tensor(0.6748, grad_fn=<NllLossBackward0>)
tensor(0.5935, grad_fn=<NllLossBackward0>)
tensor(0.7943, grad_fn=<NllLossBackward0>)
tensor(0.2592, grad_fn=<NllLossBackward0>)
tensor(0.2408, grad_fn=<NllLossBackward0>)
tensor(0.3034, grad_fn=<NllLossBackward0>)
tensor(0.9673, grad_fn=<NllLossBackward0>)
tensor(0.8817, grad_fn=<NllLossBackward0>)
tensor(0.1008, grad_fn=<NllLossBackward0>)
tensor(1.2719, grad_fn=<NllLossBackward0>)
tensor(0.8457, grad_fn=<NllLossBackward0>)
tensor(0.0387, grad_fn=<NllLossBackward0>)
tensor(0.0973, grad_fn=<NllLossBackward0>)
tensor(0.6528, grad_fn=<NllLossBackward0>)
tensor(0.0829, grad_fn=<NllLossBackward0>)
tensor(0.8881, grad_fn=<NllLossBackward0>)
tensor(0.2137, grad_fn=<NllLossBackward0>)
tensor(0.1111, grad_fn=<NllLossBackward0>)
tensor(0.9844, grad_fn=<NllLossBackward0>)
tensor(0.0068, grad_fn=<NllLossBackward0>)
tensor(1.2032, grad_fn=<NllLossBackward0>)
tensor(1.6860, grad_fn=<NllLossBackward0>)
tensor(0.1059, grad_fn=<NllLossBackward0>)
tensor(1.0547, grad_fn=<NllLossBackward0>)
tensor(0.0060, grad_fn=<NllLossBackward0>)
tensor(0.0034, grad_fn=<NllLossBackward0>)
tensor(0.0050, grad_fn=<NllLossBackward0>)
tensor(1.3025, grad_fn=<NllLossBackward0>)
tensor(0.0062, grad_fn=<NllLossBackward0>)
tensor(0.0072, grad_fn=<NllLossBackward0>)
tensor(0.0134, grad_fn=<NllLossBackward0>)
tensor(0.0065, grad_fn=<NllLossBackward0>)
tensor(0.0102, grad_fn=<NllLossBackward0>)
tensor(0.0097, grad_fn=<NllLossBackward0>)
tensor(0.0030, grad_fn=<NllLossBackward0>)
tensor(0.0035, grad_fn=<NllLossBackward0>)
tensor(0.0042, grad_fn=<NllLossBackward0>)
tensor(0.0020, grad_fn=<NllLossBackward0>)
tensor(0.0019, grad_fn=<NllLossBackward0>)
tensor(0.0008, grad_fn=<NllLossBackward0>)
tensor(0.0043, grad_fn=<NllLossBackward0>)
tensor(0.0038, grad_fn=<NllLossBackward0>)
tensor(0.0109, grad_fn=<NllLossBackward0>)
tensor(0.0036, grad_fn=<NllLossBackward0>)
tensor(0.0012, grad_fn=<NllLossBackward0>)
tensor(0.0013, grad_fn=<NllLossBackward0>)
tensor(0.0017, grad_fn=<NllLossBackward0>)
tensor(0.0046, grad_fn=<NllLossBackward0>)
tensor(0.8614, grad_fn=<NllLossBackward0>)
tensor(0.0022, grad_fn=<NllLossBackward0>)
tensor(0.0272, grad_fn=<NllLossBackward0>)
tensor(0.0110, grad_fn=<NllLossBackward0>)
tensor(0.0025, grad_fn=<NllLossBackward0>)
tensor(0.0004, grad_fn=<NllLossBackward0>)
tensor(0.0029, grad_fn=<NllLossBackward0>)
tensor(0.0021, grad_fn=<NllLossBackward0>)
tensor(0.0045, grad_fn=<NllLossBackward0>)
tensor(8.0198, grad_fn=<NllLossBackward0>)
tensor(0.0006, grad_fn=<NllLossBackward0>)
tensor(0.1770, grad_fn=<NllLossBackward0>)
tensor(0.0147, grad_fn=<NllLossBackward0>)
tensor(0.9669, grad_fn=<NllLossBackward0>)
tensor(0.0314, grad_fn=<NllLossBackward0>)
tensor(0.0904, grad_fn=<NllLossBackward0>)
tensor(0.1112, grad_fn=<NllLossBackward0>)
tensor(0.2270, grad_fn=<NllLossBackward0>)
tensor(0.2153, grad_fn=<NllLossBackward0>)
tensor(0.0605, grad_fn=<NllLossBackward0>)
tensor(0.6774, grad_fn=<NllLossBackward0>)
tensor(0.1467, grad_fn=<NllLossBackward0>)
tensor(0.1652, grad_fn=<NllLossBackward0>)
tensor(0.0974, grad_fn=<NllLossBackward0>)
tensor(0.1216, grad_fn=<NllLossBackward0>)
tensor(0.9655, grad_fn=<NllLossBackward0>)
tensor(0.1197, grad_fn=<NllLossBackward0>)
tensor(0.0675, grad_fn=<NllLossBackward0>)
tensor(0.0793, grad_fn=<NllLossBackward0>)
tensor(0.0880, grad_fn=<NllLossBackward0>)
tensor(0.0732, grad_fn=<NllLossBackward0>)
tensor(0.1406, grad_fn=<NllLossBackward0>)
tensor(0.0920, grad_fn=<NllLossBackward0>)
tensor(0.9920, grad_fn=<NllLossBackward0>)
tensor(0.0873, grad_fn=<NllLossBackward0>)
tensor(0.6600, grad_fn=<NllLossBackward0>)
tensor(0.0495, grad_fn=<NllLossBackward0>)
tensor(0.0471, grad_fn=<NllLossBackward0>)
tensor(0.7111, grad_fn=<NllLossBackward0>)
tensor(0.0350, grad_fn=<NllLossBackward0>)
tensor(0.0439, grad_fn=<NllLossBackward0>)
tensor(0.0377, grad_fn=<NllLossBackward0>)
tensor(0.0245, grad_fn=<NllLossBackward0>)
tensor(0.0420, grad_fn=<NllLossBackward0>)
tensor(0.0442, grad_fn=<NllLossBackward0>)
tensor(1.2230, grad_fn=<NllLossBackward0>)
tensor(0.0316, grad_fn=<NllLossBackward0>)
tensor(0.0228, grad_fn=<NllLossBackward0>)
tensor(0.0225, grad_fn=<NllLossBackward0>)
tensor(3.7098, grad_fn=<NllLossBackward0>)
tensor(0.0281, grad_fn=<NllLossBackward0>)
tensor(0.6599, grad_fn=<NllLossBackward0>)
tensor(0.5262, grad_fn=<NllLossBackward0>)
tensor(0.3204, grad_fn=<NllLossBackward0>)
tensor(0.2415, grad_fn=<NllLossBackward0>)
tensor(1.6399, grad_fn=<NllLossBackward0>)
tensor(0.0838, grad_fn=<NllLossBackward0>)
tensor(0.9895, grad_fn=<NllLossBackward0>)
tensor(0.0447, grad_fn=<NllLossBackward0>)
tensor(0.0927, grad_fn=<NllLossBackward0>)
tensor(0.0975, grad_fn=<NllLossBackward0>)
tensor(0.1587, grad_fn=<NllLossBackward0>)
tensor(0.0239, grad_fn=<NllLossBackward0>)
tensor(0.1959, grad_fn=<NllLossBackward0>)
tensor(0.1403, grad_fn=<NllLossBackward0>)
tensor(0.0359, grad_fn=<NllLossBackward0>)
tensor(0.5652, grad_fn=<NllLossBackward0>)
tensor(0.0336, grad_fn=<NllLossBackward0>)
tensor(0.0380, grad_fn=<NllLossBackward0>)
tensor(0.3047, grad_fn=<NllLossBackward0>)
tensor(1.5060, grad_fn=<NllLossBackward0>)
tensor(0.1335, grad_fn=<NllLossBackward0>)
tensor(0.0377, grad_fn=<NllLossBackward0>)
tensor(0.0032, grad_fn=<NllLossBackward0>)
tensor(2.1406, grad_fn=<NllLossBackward0>)
tensor(0.0187, grad_fn=<NllLossBackward0>)
tensor(0.0233, grad_fn=<NllLossBackward0>)
tensor(0.0048, grad_fn=<NllLossBackward0>)
tensor(1.7466, grad_fn=<NllLossBackward0>)
tensor(0.0877, grad_fn=<NllLossBackward0>)
tensor(0.2234, grad_fn=<NllLossBackward0>)
tensor(0.0564, grad_fn=<NllLossBackward0>)
tensor(0.0190, grad_fn=<NllLossBackward0>)
tensor(0.0483, grad_fn=<NllLossBackward0>)
tensor(0.4056, grad_fn=<NllLossBackward0>)
tensor(0.0441, grad_fn=<NllLossBackward0>)
tensor(0.0262, grad_fn=<NllLossBackward0>)
tensor(1.2282, grad_fn=<NllLossBackward0>)
tensor(0.1500, grad_fn=<NllLossBackward0>)
tensor(0.0231, grad_fn=<NllLossBackward0>)
tensor(0.0516, grad_fn=<NllLossBackward0>)
tensor(0.0204, grad_fn=<NllLossBackward0>)
tensor(0.3306, grad_fn=<NllLossBackward0>)
tensor(1.0370, grad_fn=<NllLossBackward0>)
tensor(0.0344, grad_fn=<NllLossBackward0>)
tensor(0.0551, grad_fn=<NllLossBackward0>)
tensor(0.0053, grad_fn=<NllLossBackward0>)
tensor(0.0425, grad_fn=<NllLossBackward0>)
tensor(0.0074, grad_fn=<NllLossBackward0>)
tensor(0.0072, grad_fn=<NllLossBackward0>)
tensor(1.8840, grad_fn=<NllLossBackward0>)
tensor(0.0042, grad_fn=<NllLossBackward0>)
tensor(0.0102, grad_fn=<NllLossBackward0>)
tensor(0.0056, grad_fn=<NllLossBackward0>)
tensor(5.7583, grad_fn=<NllLossBackward0>)
tensor(0.0233, grad_fn=<NllLossBackward0>)
tensor(0.0100, grad_fn=<NllLossBackward0>)
tensor(0.0532, grad_fn=<NllLossBackward0>)
tensor(0.0212, grad_fn=<NllLossBackward0>)
tensor(0.0422, grad_fn=<NllLossBackward0>)
tensor(0.0431, grad_fn=<NllLossBackward0>)
tensor(0.0982, grad_fn=<NllLossBackward0>)
tensor(0.0870, grad_fn=<NllLossBackward0>)
tensor(0.1259, grad_fn=<NllLossBackward0>)
tensor(0.0588, grad_fn=<NllLossBackward0>)
tensor(0.1123, grad_fn=<NllLossBackward0>)
tensor(0.1558, grad_fn=<NllLossBackward0>)
tensor(0.0556, grad_fn=<NllLossBackward0>)
tensor(0.7572, grad_fn=<NllLossBackward0>)
tensor(0.2269, grad_fn=<NllLossBackward0>)
tensor(0.2665, grad_fn=<NllLossBackward0>)
tensor(0.0948, grad_fn=<NllLossBackward0>)
tensor(0.0227, grad_fn=<NllLossBackward0>)
tensor(0.9775, grad_fn=<NllLossBackward0>)
tensor(0.0904, grad_fn=<NllLossBackward0>)
tensor(0.0509, grad_fn=<NllLossBackward0>)
tensor(0.0797, grad_fn=<NllLossBackward0>)
tensor(0.0598, grad_fn=<NllLossBackward0>)
tensor(0.0351, grad_fn=<NllLossBackward0>)
tensor(1.2204, grad_fn=<NllLossBackward0>)
tensor(0.0595, grad_fn=<NllLossBackward0>)
tensor(1.3157, grad_fn=<NllLossBackward0>)
tensor(3.7873, grad_fn=<NllLossBackward0>)
tensor(0.0612, grad_fn=<NllLossBackward0>)
tensor(0.0390, grad_fn=<NllLossBackward0>)
tensor(0.0450, grad_fn=<NllLossBackward0>)
tensor(0.0790, grad_fn=<NllLossBackward0>)
tensor(0.0489, grad_fn=<NllLossBackward0>)
tensor(0.0290, grad_fn=<NllLossBackward0>)
tensor(0.0240, grad_fn=<NllLossBackward0>)
tensor(0.0397, grad_fn=<NllLossBackward0>)
tensor(0.0415, grad_fn=<NllLossBackward0>)
tensor(0.0223, grad_fn=<NllLossBackward0>)
tensor(0.0223, grad_fn=<NllLossBackward0>)
tensor(0.0356, grad_fn=<NllLossBackward0>)
tensor(3.8416, grad_fn=<NllLossBackward0>)
tensor(0.0396, grad_fn=<NllLossBackward0>)
tensor(0.0163, grad_fn=<NllLossBackward0>)
tensor(0.0684, grad_fn=<NllLossBackward0>)
tensor(0.0303, grad_fn=<NllLossBackward0>)
tensor(3.9835, grad_fn=<NllLossBackward0>)
tensor(0.0843, grad_fn=<NllLossBackward0>)
tensor(0.0353, grad_fn=<NllLossBackward0>)
tensor(3.0919, grad_fn=<NllLossBackward0>)
tensor(0.3304, grad_fn=<NllLossBackward0>)
tensor(0.4654, grad_fn=<NllLossBackward0>)
tensor(1.6001, grad_fn=<NllLossBackward0>)
tensor(0.7134, grad_fn=<NllLossBackward0>)
tensor(0.7155, grad_fn=<NllLossBackward0>)
tensor(1.1837, grad_fn=<NllLossBackward0>)
tensor(0.6307, grad_fn=<NllLossBackward0>)
tensor(1.3968, grad_fn=<NllLossBackward0>)
